1530580456625727, 9, CLIENT_TCP_CONNECT_START
1530580456625893, 10, CLIENT_TCP_CONNECT_END
1530580456626784, 1, CLIENT_HANDSHAKE_START
1530580456635352, 7, CLIENT_EXTENDED_FINISHED_START
1530580456635352, 8, CLIENT_EXTENDED_FINISHED_END
1530580456635368, 2, CLIENT_HANDSHAKE_END
1530580456635466, 3, CLIENT_CERT_VALIDATION_START
1530580456645880, 4, CLIENT_CERT_VALIDATION_END
1530580456664080, 6, CLIENT_FETCH_HTML_END
1530580461566292, 9, CLIENT_TCP_CONNECT_START
1530580461566413, 10, CLIENT_TCP_CONNECT_END
1530580461566994, 1, CLIENT_HANDSHAKE_START
1530580461572497, 7, CLIENT_EXTENDED_FINISHED_START
1530580461572498, 8, CLIENT_EXTENDED_FINISHED_END
1530580461572517, 2, CLIENT_HANDSHAKE_END
1530580461572628, 3, CLIENT_CERT_VALIDATION_START
1530580461581934, 4, CLIENT_CERT_VALIDATION_END
1530580461583040, 6, CLIENT_FETCH_HTML_END
1530580466542189, 9, CLIENT_TCP_CONNECT_START
1530580466542302, 10, CLIENT_TCP_CONNECT_END
1530580466542824, 1, CLIENT_HANDSHAKE_START
1530580466547917, 7, CLIENT_EXTENDED_FINISHED_START
1530580466547917, 8, CLIENT_EXTENDED_FINISHED_END
1530580466547933, 2, CLIENT_HANDSHAKE_END
1530580466548031, 3, CLIENT_CERT_VALIDATION_START
1530580466556250, 4, CLIENT_CERT_VALIDATION_END
1530580466557530, 6, CLIENT_FETCH_HTML_END
1530580471521806, 9, CLIENT_TCP_CONNECT_START
1530580471521940, 10, CLIENT_TCP_CONNECT_END
1530580471522597, 1, CLIENT_HANDSHAKE_START
1530580471528567, 7, CLIENT_EXTENDED_FINISHED_START
1530580471528567, 8, CLIENT_EXTENDED_FINISHED_END
1530580471528584, 2, CLIENT_HANDSHAKE_END
1530580471528682, 3, CLIENT_CERT_VALIDATION_START
1530580471536800, 4, CLIENT_CERT_VALIDATION_END
1530580471537977, 6, CLIENT_FETCH_HTML_END
1530580476487129, 9, CLIENT_TCP_CONNECT_START
1530580476487257, 10, CLIENT_TCP_CONNECT_END
1530580476487869, 1, CLIENT_HANDSHAKE_START
1530580476493622, 7, CLIENT_EXTENDED_FINISHED_START
1530580476493622, 8, CLIENT_EXTENDED_FINISHED_END
1530580476493639, 2, CLIENT_HANDSHAKE_END
1530580476493741, 3, CLIENT_CERT_VALIDATION_START
1530580476501861, 4, CLIENT_CERT_VALIDATION_END
1530580476502850, 6, CLIENT_FETCH_HTML_END
1530580481459165, 9, CLIENT_TCP_CONNECT_START
1530580481459292, 10, CLIENT_TCP_CONNECT_END
1530580481459909, 1, CLIENT_HANDSHAKE_START
1530580481466541, 7, CLIENT_EXTENDED_FINISHED_START
1530580481466541, 8, CLIENT_EXTENDED_FINISHED_END
1530580481466558, 2, CLIENT_HANDSHAKE_END
1530580481466657, 3, CLIENT_CERT_VALIDATION_START
1530580481475759, 4, CLIENT_CERT_VALIDATION_END
