1530581452590305, 9, CLIENT_TCP_CONNECT_START
1530581452590449, 10, CLIENT_TCP_CONNECT_END
1530581452591142, 1, CLIENT_HANDSHAKE_START
1530581452597767, 7, CLIENT_EXTENDED_FINISHED_START
1530581452597768, 8, CLIENT_EXTENDED_FINISHED_END
1530581452597792, 2, CLIENT_HANDSHAKE_END
1530581452598003, 3, CLIENT_CERT_VALIDATION_START
1530581452604870, 4, CLIENT_CERT_VALIDATION_END
1530581452606075, 6, CLIENT_FETCH_HTML_END
1530581457546324, 9, CLIENT_TCP_CONNECT_START
1530581457546466, 10, CLIENT_TCP_CONNECT_END
1530581457547161, 1, CLIENT_HANDSHAKE_START
1530581457556118, 7, CLIENT_EXTENDED_FINISHED_START
1530581457556118, 8, CLIENT_EXTENDED_FINISHED_END
1530581457556137, 2, CLIENT_HANDSHAKE_END
1530581457556243, 3, CLIENT_CERT_VALIDATION_START
1530581457563239, 4, CLIENT_CERT_VALIDATION_END
1530581457564402, 6, CLIENT_FETCH_HTML_END
1530581462509713, 9, CLIENT_TCP_CONNECT_START
1530581462509852, 10, CLIENT_TCP_CONNECT_END
1530581462510510, 1, CLIENT_HANDSHAKE_START
1530581462516453, 7, CLIENT_EXTENDED_FINISHED_START
1530581462516454, 8, CLIENT_EXTENDED_FINISHED_END
1530581462516492, 2, CLIENT_HANDSHAKE_END
1530581462516666, 3, CLIENT_CERT_VALIDATION_START
1530581462523948, 4, CLIENT_CERT_VALIDATION_END
1530581462525689, 6, CLIENT_FETCH_HTML_END
1530581467532401, 9, CLIENT_TCP_CONNECT_START
1530581467532516, 10, CLIENT_TCP_CONNECT_END
1530581467533033, 1, CLIENT_HANDSHAKE_START
1530581467540731, 7, CLIENT_EXTENDED_FINISHED_START
1530581467540731, 8, CLIENT_EXTENDED_FINISHED_END
1530581467540749, 2, CLIENT_HANDSHAKE_END
1530581467540855, 3, CLIENT_CERT_VALIDATION_START
1530581467550035, 4, CLIENT_CERT_VALIDATION_END
1530581467551247, 6, CLIENT_FETCH_HTML_END
1530581472457854, 9, CLIENT_TCP_CONNECT_START
1530581472457996, 10, CLIENT_TCP_CONNECT_END
1530581472458708, 1, CLIENT_HANDSHAKE_START
1530581472465045, 7, CLIENT_EXTENDED_FINISHED_START
1530581472465045, 8, CLIENT_EXTENDED_FINISHED_END
